"","X","cuisine","phone","name.x","zipcode","grade","score","name.y","rating","price","url","cuisine.type"
"11690",11692,56,7187281492,"LAYALI DUBAI",11103,"B",14,"Layali Dubai",3.5,2,"http://www.yelp.com/biz/layali-dubai-astoria","Middle Eastern"
"11691",11693,56,7187453000,"YEMEN ALSAED CAFE",11209,"A",12,"Yemen Cafe",4.5,2,"http://www.yelp.com/biz/yemen-cafe-brooklyn-2","Middle Eastern"
"11692",11694,56,2123197777,"NAYA MEZZE & GRILL",10022,"A",10,"Naya Mezze and Grill",4,2,"http://www.yelp.com/biz/naya-mezze-and-grill-new-york","Middle Eastern"
"11693",11695,56,7184782730,"TAWA TANDOOR",11372,"B",23,"Tawa Tandoor",3.5,2,"http://www.yelp.com/biz/tawa-tandoor-jackson-heights-4","Middle Eastern"
"11694",11696,56,7183322200,"CHAYHANA SALOM",11235,"A",13,"Chayhana Salom",4.5,1,"http://www.yelp.com/biz/chayhana-salom-brooklyn","Middle Eastern"
"11695",11697,56,7183762500,"NIRVANA",11223,"A",12,"Nirvana Lounge",2.5,2,"http://www.yelp.com/biz/nirvana-lounge-brooklyn-3","Middle Eastern"
"11696",11698,56,2123553535,"CASABLANCA GRILL",NA,NA,28,"Casablanca Grill",3,2,"http://www.yelp.com/biz/casablanca-grill-new-york","Middle Eastern"
"11697",11699,56,7186235522,"ZAYTOONS RESTAURANT",11205,"A",9,"Zaytoons",3,2,"http://www.yelp.com/biz/zaytoons-brooklyn","Middle Eastern"
"11698",11700,56,7183322200,"CHAYHANA SALOM",11235,"A",13,"Chayhana Salom",4.5,1,"http://www.yelp.com/biz/chayhana-salom-brooklyn","Middle Eastern"
"11699",11701,56,7182676222,"EL-RAWSHEH CAFE & RESTAURANT",11103,"A",8,"El-Rawsheh Cuisine",4,1,"http://www.yelp.com/biz/el-rawsheh-cuisine-astoria","Middle Eastern"
"11700",11702,56,2129876185,"FALAFEL EXPRESS",10029,"A",5,"Falafel Express",4,1,"http://www.yelp.com/biz/falafel-express-new-york","Middle Eastern"
"11701",11703,56,3473323747,"BLOW HOOKAH LOUNGE & CAFE",11209,"A",3,"Blow Hookah Lounge & Cafe",1,2,"http://www.yelp.com/biz/blow-hookah-lounge-and-cafe-brooklyn","Middle Eastern"
"11702",11704,56,7187485600,"TANOREEN CATERERS",11209,"B",22,"Tanoreen",4,2,"http://www.yelp.com/biz/tanoreen-brooklyn-2","Middle Eastern"
"11703",11705,56,7188323876,"PITA PAN",11215,NA,53,"Pita Pan",3.5,1,"http://www.yelp.com/biz/pita-pan-brooklyn","Middle Eastern"
"11704",11706,56,2123170600,"TARATOR FALAFEL & GRILL",NA,"A",4,"Tarator Falafel & Grill",4,1,"http://www.yelp.com/biz/tarator-falafel-and-grill-manhattan","Middle Eastern"
"11705",11707,56,7183360690,"HORUS GRILL",11223,"A",7,"Horus Grill",3,3,"http://www.yelp.com/biz/horus-grill-brooklyn","Middle Eastern"
"11706",11708,56,7188168126,"ALIBABA GRILL",10302,"B",14,"Ali Baba Grill",3,3,"http://www.yelp.com/biz/ali-baba-grill-staten-island","Middle Eastern"
"11707",11709,56,7184888886,"WATER FALLS CAFE",11201,"A",0,"Waterfalls Restaurant",3.5,2,"http://www.yelp.com/biz/waterfalls-restaurant-brooklyn","Middle Eastern"
"11708",11710,56,2124733100,"ALMAYASS",10010,"A",12,"Almayass",4,3,"http://www.yelp.com/biz/almayass-new-york","Middle Eastern"
"11709",11711,56,7187272201,"PAPA'S",10303,NA,27,"Papa Halal Chicken Corporation",2,1,"http://www.yelp.com/biz/papa-halal-chicken-corporation-staten-island-2","Middle Eastern"
"11710",11712,56,7182041633,"PITA PAN",11103,"A",5,"Pita Pan",3,1,"http://www.yelp.com/biz/pita-pan-astoria","Middle Eastern"
"11711",11713,56,2125818282,"KASHKAVAL",10019,"A",12,"Kashkaval",4,2,"http://www.yelp.com/biz/kashkaval-new-york","Middle Eastern"
"11712",11714,56,2125818282,"KASHKAVAL",10019,"A",12,"Kashkaval",4,2,"http://www.yelp.com/biz/kashkaval-new-york","Middle Eastern"
"11713",11715,56,2127410277,"SALAM CAFE & REST",10011,"A",7,"Salam Cafe & Restaurant",4,NA,"http://www.yelp.com/biz/salam-cafe-and-restaurant-new-york","Middle Eastern"
"11714",11716,56,7188337255,"LE SAJJ RESTAURANT",11209,"A",12,"Le Sajj",3,2,"http://www.yelp.com/biz/le-sajj-brooklyn","Middle Eastern"
"11715",11717,56,7182058683,"CORONA GYRO",11368,"A",13,"Corona Gyro Inc",1.5,1,"http://www.yelp.com/biz/corona-gyro-inc-corona","Middle Eastern"
"11716",11718,56,7187484500,"YEMEN RESTAURANT",11220,"A",12,"YemenRestaurant",5,2,"http://www.yelp.com/biz/yemenrestaurant-brooklyn-2","Middle Eastern"
"11717",11719,56,2128280030,"MOUSTACHE",10029,"A",11,"Moustache",4,2,"http://www.yelp.com/biz/moustache-new-york-2","Middle Eastern"
"11718",11720,56,7182469700,"AA HALAL INT'L",11217,"A",11,"Halal Intl",3.5,1,"http://www.yelp.com/biz/halal-intl-brooklyn","Middle Eastern"
"11719",11721,56,7187453000,"YEMEN ALSAED CAFE",11209,"A",12,"Yemen Cafe",4.5,2,"http://www.yelp.com/biz/yemen-cafe-brooklyn-2","Middle Eastern"
"11720",11722,56,7187777797,"FIRDOS GRILL & CAFE",11103,"A",12,"Firdos Grill",4,2,"http://www.yelp.com/biz/firdos-grill-astoria","Middle Eastern"
"11721",11723,56,7189189191,"ARTH ALGANTIN RESTAURANT",10462,"A",11,"Arth Aljanatain",3.5,3,"http://www.yelp.com/biz/arth-aljanatain-bronx","Middle Eastern"
"11722",11724,56,9172844514,"EASTWOOD",10002,"A",9,"Eastwood",4,2,"http://www.yelp.com/biz/eastwood-new-york","Middle Eastern"
"11723",11725,56,7187455227,"KARAM",11209,"A",8,"Karam",4,1,"http://www.yelp.com/biz/karam-brooklyn","Middle Eastern"
"11724",11726,56,2125331956,"MURRAY'S FALAFEL & GRILL",10003,"A",12,"Murray's Falafel",4,1,"http://www.yelp.com/biz/murrays-falafel-new-york","Middle Eastern"
"11725",11727,56,2129876185,"FALAFEL EXPRESS",10029,"A",5,"Falafel Express",4,1,"http://www.yelp.com/biz/falafel-express-new-york","Middle Eastern"
"11726",11728,56,7184092236,"OASIS",10462,"A",2,"The Oasis Meditarranean Restaurant",5,NA,"http://www.yelp.com/biz/the-oasis-meditarranean-restaurant-east-bronx","Middle Eastern"
"11727",11729,56,2129641318,"NISH NUSH",10013,"A",2,"Nish Nush",4,1,"http://www.yelp.com/biz/nish-nush-new-york","Middle Eastern"
"11728",11730,56,2126839206,"ALI BABA RESTAURANT",10016,"B",20,"Ali Baba",3.5,2,"http://www.yelp.com/biz/ali-baba-new-york-2","Middle Eastern"
"11729",11731,56,7182383625,"LAMOZA",11209,"A",12,"Lamoza",3.5,2,"http://www.yelp.com/biz/lamoza-brooklyn-2","Middle Eastern"
"11730",11732,56,7186249325,"YEMEN CUISINE",11201,"A",8,"Yemen Cuisine",4,2,"http://www.yelp.com/biz/yemen-cuisine-brooklyn-2","Middle Eastern"
"11731",11733,56,7184671024,"CLUBS GYRO",11225,"A",13,"Clubs Gyro",4,1,"http://www.yelp.com/biz/clubs-gyro-brooklyn","Middle Eastern"
"11732",11734,56,7189211120,"BEIT JEDDO",11209,"A",2,"Beit Jeddo Restaurant and Hookah Lounge",5,NA,"http://www.yelp.com/biz/beit-jeddo-restaurant-and-hookah-lounge-brooklyn","Middle Eastern"
"11733",11735,56,7184880808,"HEIGHTS FALAFEL",11201,"A",11,"Heights Falafel",3.5,1,"http://www.yelp.com/biz/heights-falafel-brooklyn","Middle Eastern"
"11734",11736,56,7188523577,"HADRAMOUT RESTAURANT",11201,"C",45,"Hadramout Restaurant",3.5,2,"http://www.yelp.com/biz/hadramout-restaurant-new-york","Middle Eastern"
"11735",11737,54,2126840215,"BARBES",10016,"B",18,"Barbes Restaurant",3.5,2,"http://www.yelp.com/biz/barbes-restaurant-new-york","Mediterranean"
"11736",11738,54,2126840215,"BARBES",10016,"B",18,"Barbes Restaurant",3.5,2,"http://www.yelp.com/biz/barbes-restaurant-new-york","Mediterranean"
"11737",11739,54,7188338816,"CRANBERRYS",11209,"A",10,"Cranberrys",3,3,"http://www.yelp.com/biz/cranberrys-brooklyn-2","Mediterranean"
"11738",11740,54,7182048118,"LITTLE MOROCCO RESTAURANT",11103,"A",12,"Little Morocco",4,1,"http://www.yelp.com/biz/little-morocco-astoria","Mediterranean"
"11739",11741,54,2125647292,"TAGINE",10018,"A",7,"Tagine Fine Moroccan Cuisine",2.5,3,"http://www.yelp.com/biz/tagine-fine-moroccan-cuisine-new-york-2","Mediterranean"
"11740",11742,54,2126858558,"CASAVILLE",10016,"B",16,"Casaville",3,2,"http://www.yelp.com/biz/casaville-restaurant-new-york-2","Mediterranean"
"11741",11743,54,7187482077,"CASABLANCA RESTAURANT",11209,"A",9,"Casablanca Restaurant",4.5,2,"http://www.yelp.com/biz/casablanca-restaurant-brooklyn","Mediterranean"
"11742",11744,54,7187482077,"CASABLANCA RESTAURANT",11209,"A",9,"Casablanca Restaurant",4.5,2,"http://www.yelp.com/biz/casablanca-restaurant-brooklyn","Mediterranean"
"11743",11745,54,2126772226,"CAFE MOGADOR",10009,"A",2,"Cafe Mogador",4,2,"http://www.yelp.com/biz/cafe-mogador-new-york","Mediterranean"
"11744",11746,54,2123489010,"THE KIOSK",10029,"A",13,"The Kiosk",3.5,2,"http://www.yelp.com/biz/the-kiosk-new-york","Mediterranean"
"11745",11747,54,2123489010,"THE KIOSK",10029,"A",13,"The Kiosk",3.5,2,"http://www.yelp.com/biz/the-kiosk-new-york","Mediterranean"
"11746",11748,54,2129571899,"SUITE 55",10019,"A",12,"Suite 55",2,3,"http://www.yelp.com/biz/suite-55-new-york","Mediterranean"
"11747",11749,54,7188338816,"CRANBERRYS",11209,"A",10,"Cranberrys",3,3,"http://www.yelp.com/biz/cranberrys-brooklyn-2","Mediterranean"
"11748",11750,54,2129571899,"SUITE 55",10019,"A",12,"Fifty Five",3.5,NA,"http://www.yelp.com/biz/fifty-five-manhattan","Mediterranean"
"11749",11751,54,2126858558,"CASAVILLE",10016,"B",16,"Casaville",3,2,"http://www.yelp.com/biz/casaville-restaurant-new-york-2","Mediterranean"
"11750",11752,54,2126772226,"CAFE MOGADOR",10009,"A",2,"Cafe Mogador",4,2,"http://www.yelp.com/biz/cafe-mogador-new-york","Mediterranean"
"11752",11754,56,2129878150,"INDO-PAK HALAL RESTAURANT",10029,"A",13,"Indo Pak Halal Restaurant",3,1,"http://www.yelp.com/biz/indo-pak-halal-restaurant-new-york","Middle Eastern"
"11753",11755,56,7187390500,"SUNSHINE RESTAURANT",11432,"A",10,"Sunshine Restaurant Food & Catering",2,NA,"http://www.yelp.com/biz/sunshine-restaurant-food-and-catering-jamaica","Middle Eastern"
"11754",11756,56,7182787888,"ROTI BOTI RESTAURANT",11102,"A",8,"Roti Boti",3.5,1,"http://www.yelp.com/biz/roti-boti-astoria","Middle Eastern"
"11755",11757,56,7188598044,"BUKHARI RESTAURANT",11230,"A",13,"Bukhari Restaurant",4,1,"http://www.yelp.com/biz/bukhari-restaurant-brooklyn","Middle Eastern"
"11756",11758,56,7185058800,"STARLIGHT GRILL RESTAURANT & SWEETS",11370,"A",7,"Starlight Grill Restaurant & Sweet Corp",4.5,1,"http://www.yelp.com/biz/starlight-grill-restaurant-and-sweet-corp-east-elmhurst","Middle Eastern"
"11757",11759,56,6466697826,"CURRY KING",10025,NA,5,"Curry King",3,2,"http://www.yelp.com/biz/curry-king-new-york","Middle Eastern"
"11758",11760,56,7183733332,"SUPER SKYWAY RESTAURANT",11214,"A",10,"Skyway Restaurant & Kabab House",3,NA,"http://www.yelp.com/biz/skyway-restaurant-and-kabab-house-brooklyn","Middle Eastern"
"11759",11761,56,7185522633,"LAHORI CHILLI RESTAURANT & SWEETS",11230,"B",20,"Lahori Chilli Restaurant & Sweets",3,2,"http://www.yelp.com/biz/lahori-chilli-restaurant-and-sweets-brooklyn","Middle Eastern"
"11760",11762,56,7185522633,"LAHORI CHILLI RESTAURANT & SWEETS",11230,"B",20,"Lahori Chilli",4,1,"http://www.yelp.com/biz/lahori-chilli-brooklyn","Middle Eastern"
"11761",11763,56,7184345596,"PAKIZA RESTAURANT",11230,NA,33,"Pakiza Restaurant",3.5,2,"http://www.yelp.com/biz/pakiza-restaurant-brooklyn","Middle Eastern"
"11762",11764,56,2126833737,"LASANI RESTAURANT",10001,"A",13,"Lasani Resturant",3.5,NA,"http://www.yelp.com/biz/lasani-resturant-new-york","Middle Eastern"
"11763",11765,56,7184214100,"GOURMET SWEETS",11230,"A",13,"Gourmet Sweets",3.5,1,"http://www.yelp.com/biz/gourmet-sweets-brooklyn","Middle Eastern"
"11764",11766,56,7185338700,"GOURMET RESTAURANT",11372,"B",23,"Karahi Restaurant and Grill",2.5,NA,"http://www.yelp.com/biz/karahi-restaurant-and-grill-queens","Middle Eastern"
"11765",11767,56,7185522633,"LAHORI CHILLI RESTAURANT & SWEETS",11230,"B",20,"Janaan Tika House",4.5,2,"http://www.yelp.com/biz/janaan-tika-house-brooklyn","Middle Eastern"
"11766",11768,56,7185522633,"LAHORI CHILLI RESTAURANT & SWEETS",11230,"B",20,"Janaan Tikka House",4,NA,"http://www.yelp.com/biz/janaan-tikka-house-brooklyn","Middle Eastern"
"11767",11769,56,7188566207,"NEW PUNJAB RESTAURANT & GRILL",11218,NA,34,"Punjab Restaurant",4.5,1,"http://www.yelp.com/biz/punjab-restaurant-brooklyn","Middle Eastern"
"11768",11770,56,2122222636,"JOHAL DELI",10025,"A",10,"Doaba Deli",4.5,1,"http://www.yelp.com/biz/doaba-deli-manhattan","Middle Eastern"
"11769",11771,56,2129878150,"INDO-PAK HALAL RESTAURANT",10029,"A",13,"Indo Pak Halal Restaurant",3,1,"http://www.yelp.com/biz/indo-pak-halal-restaurant-new-york","Middle Eastern"
"11770",11772,56,7184211150,"MITHAAS",11230,"A",12,"Mithaas",4,1,"http://www.yelp.com/biz/mithaas-brooklyn","Middle Eastern"
"11771",11773,56,7187034400,"SHANDAR SWEET & RESTAURANT",11218,"A",7,"Shandar Sweet & Restaurant",4,1,"http://www.yelp.com/biz/shandar-sweet-and-restaurant-brooklyn","Middle Eastern"
"11772",11774,56,2127367745,"KASHMIR 9 CUISINE OF PAKISTAN",10018,"B",25,"Cuisine Of Pakistan",3.5,1,"http://www.yelp.com/biz/cuisine-of-pakistan-new-york","Middle Eastern"
"11773",11775,56,7185338700,"GOURMET RESTAURANT",11372,"B",23,"Gourmet Sweets & Restaurant",3.5,1,"http://www.yelp.com/biz/gourmet-sweets-and-restaurant-jackson-heights","Middle Eastern"
"11774",11776,8,7184944467,"IHOP",10314,"A",12,"IHOP",3,2,"http://www.yelp.com/biz/ihop-staten-island","Bakery"
"11775",11777,8,7185494565,"IHOP",10463,"A",10,"International House of Pancakes",2.5,2,"http://www.yelp.com/biz/international-house-of-pancakes-bronx","Bakery"
"11776",11778,8,7184081368,"IHOP",11206,"A",4,"IHOP",2.5,2,"http://www.yelp.com/biz/ihop-brooklyn-7","Bakery"
"11777",11779,8,7185494565,"IHOP",10463,"A",10,"International House of Pancakes",2.5,2,"http://www.yelp.com/biz/international-house-of-pancakes-bronx","Bakery"
"11778",11780,8,7184944467,"IHOP",10314,"A",12,"International House of Pancakes",3,2,"http://www.yelp.com/biz/international-house-of-pancakes-staten-island","Bakery"
"11779",11781,53,7184416363,"TU CASA RESTAURANT",11415,"A",11,"Tu Casa Restaurant",4,2,"http://www.yelp.com/biz/tu-casa-restaurant-kew-gardens","Latin American"
"11780",11782,53,7183615721,"RIKO",11104,"A",12,"Pio Pio Riko Restaurant",3.5,2,"http://www.yelp.com/biz/pio-pio-riko-restaurant-sunnyside","Latin American"
"11781",11783,53,2124883900,"PANCA",10014,"A",8,"Panca",3.5,2,"http://www.yelp.com/biz/panca-new-york","Latin American"
"11782",11784,53,7184268660,"EL ANZUELO FINO",11372,"A",11,"El Anzuelo Fino",3.5,2,"http://www.yelp.com/biz/el-anzuelo-fino-jackson-heights-2","Latin American"
"11783",11785,53,7184781900,"EL POLLITO DORADO",11372,"A",2,"Lima El Pollito Dorado",4.5,2,"http://www.yelp.com/biz/lima-el-pollito-dorado-jackson-heights","Latin American"
"11784",11786,53,7186515002,"LIMA LIMON PERUVIAN CUISINE",11372,"A",13,"Lima Limon",4,2,"http://www.yelp.com/biz/lima-limon-queens-2","Latin American"
"11785",11787,53,2122420010,"LIMA'S TASTE",10014,"A",13,"Lima's Taste",3,2,"http://www.yelp.com/biz/limas-taste-new-york","Latin American"
"11786",11788,53,7182628810,"ROCOTO",11432,"A",11,"Rocoto Restaurant",4.5,2,"http://www.yelp.com/biz/rocoto-restaurant-jamaica","Latin American"
"11787",11789,53,7184334171,"THE INKAN",11101,"A",5,"The Inkan",4,2,"http://www.yelp.com/biz/the-inkan-long-island-city","Latin American"
"11788",11790,53,7184769680,"WANKA",11378,"A",11,"Wanka Restaurant",4,2,"http://www.yelp.com/biz/wanka-restaurant-maspeth","Latin American"
"11789",11791,53,7182718687,"DON ALEX RESTAURANT",11368,"C",42,"Don Alex",1,NA,"http://www.yelp.com/biz/don-alex-flushing","Latin American"
"11790",11792,53,7182057023,"LA CASA DEL POLLO PERUANO",11372,"A",8,"La Casa Del Pollo Peruano II",4,1,"http://www.yelp.com/biz/la-casa-del-pollo-peruano-ii-jackson-heights","Latin American"
"11791",11793,53,7183398371,"CONEY ISLAND TASTE",11223,"A",11,"Coney Island Taste",4.5,2,"http://www.yelp.com/biz/coney-island-taste-brooklyn","Latin American"
"11792",11794,53,7187654088,"LA BRASA PERUANA",11220,"A",10,"La Brasa Peruana",4.5,1,"http://www.yelp.com/biz/la-brasa-peruana-brooklyn","Latin American"
"11793",11795,53,7186470007,"DON POLLO",11416,"A",10,"Don Pollo",3.5,2,"http://www.yelp.com/biz/don-pollo-ozone-park","Latin American"
"11794",11796,53,7187471010,"RIKOS CHICKEN",11357,"A",12,"Riko's Chicken",4,2,"http://www.yelp.com/biz/rikos-chicken-whitestone","Latin American"
"11795",11797,53,2129952700,"Village Pisco",10011,NA,5,"Village Pisco",4.5,2,"http://www.yelp.com/biz/village-pisco-new-york","Latin American"
"11796",11798,53,7184013300,"PIO PIO",10454,"A",9,"Pio Pio",4,2,"http://www.yelp.com/biz/pio-pio-bronx-2","Latin American"
"11797",11799,53,7184430787,"CHIMU",11237,"C",39,"Chimu Express",4,2,"http://www.yelp.com/biz/chimu-express-brooklyn","Latin American"
"11798",11800,53,7184924505,"BROOKLYN CHICKEN",11220,"C",12,"Pio Pio Riko",4,NA,"http://www.yelp.com/biz/pio-pio-riko-brooklyn-2","Latin American"
"11799",11801,53,3477992043,"SABORES RESTAURANT & BAR",11385,NA,58,"Sabores Restaurant",5,NA,"http://www.yelp.com/biz/sabores-restaurant-new-york","Latin American"
"11800",11802,53,6465969216,"INTI N.Y.C.",10019,"A",13,"Inti",3.5,2,"http://www.yelp.com/biz/inti-manhattan","Latin American"
"11801",11803,53,7188715700,"SUPER POLLO",11232,"B",19,"Super Pollo Latino",4,1,"http://www.yelp.com/biz/super-pollo-latino-brooklyn","Latin American"
"11802",11804,53,7184334171,"THE INKAN",11101,"A",5,"The Inkan",4,2,"http://www.yelp.com/biz/the-inkan-long-island-city","Latin American"
"11803",11805,53,7183260103,"ANDREA'S PIO PIO",11378,"A",9,"Andrea's Pio Pio",5,NA,"http://www.yelp.com/biz/andreas-pio-pio-maspeth-2","Latin American"
"11804",11806,53,7188483133,"LA CABANA PERUANA",11417,"A",11,"La Cabana Peruana",1,NA,"http://www.yelp.com/biz/la-cabana-peruana-queens-2","Latin American"
"11805",11807,53,7182718687,"DON ALEX RESTAURANT",11368,"C",42,"Pollos A La Brasa",3.5,2,"http://www.yelp.com/biz/pollos-a-la-brasa-corona","Latin American"
"11806",11808,53,7185922786,"LA UNION RESTAURANT",11373,"B",17,"Chifa Peruano",4,NA,"http://www.yelp.com/biz/chifa-peruano-elmhurst","Latin American"
"11807",11809,53,7185651272,"LAS DELICIAS PERUANAS RESTAURANT",11368,"A",12,"Las Delicias Peruanas Restaurant",3.5,4,"http://www.yelp.com/biz/las-delicias-peruanas-restaurant-corona","Latin American"
"11808",11810,53,2126437555,"PIO PIO RIKO",10001,"A",10,"Pio Pio Riko",4,1,"http://www.yelp.com/biz/pio-pio-riko-new-york-2","Latin American"
"11809",11811,53,7182751575,"CUZCO PERU",11374,"A",13,"Pollos Cuzco Restaurant",3.5,2,"http://www.yelp.com/biz/pollos-cuzco-restaurant-rego-park","Latin American"
"11810",11812,53,7182057023,"LA CASA DEL POLLO PERUANO",11372,"A",8,"La Casa del Pollo Peruano",4.5,1,"http://www.yelp.com/biz/la-casa-del-pollo-peruano-jackson-heights","Latin American"
"11811",11813,53,7185922786,"LA UNION RESTAURANT",11373,"B",17,"Chifa Union Peruvian Restaurant",3.5,2,"http://www.yelp.com/biz/chifa-union-peruvian-restaurant-queens","Latin American"
"11812",11814,53,7184334171,"THE INKAN",11101,"A",5,"The Inkan",4,2,"http://www.yelp.com/biz/the-inkan-long-island-city","Latin American"
"11813",11815,53,2122531011,"MANCORA",10003,NA,24,"Mancora",3.5,2,"http://www.yelp.com/biz/mancora-new-york","Latin American"
"11814",11816,53,7187471010,"RIKOS CHICKEN",11357,"A",12,"Riko's Chicken",4,2,"http://www.yelp.com/biz/rikos-chicken-whitestone","Latin American"
"11815",11817,53,7184461149,"EL SOL RESTAURANT",11372,"B",20,"El Sol Restaurant",3.5,2,"http://www.yelp.com/biz/el-sol-restaurant-jackson-heights","Latin American"
"11816",11818,53,2127770362,"SENOR POLLO",10003,"A",5,"Senor Pollo",4,1,"http://www.yelp.com/biz/senor-pollo-new-york","Latin American"
"11817",11819,53,2124810034,"PIO PIO",10016,"A",13,"Pio Pio",4,2,"http://www.yelp.com/biz/pio-pio-new-york-3","Latin American"
"11818",11820,53,7188328200,"SURFISH BISTRO",11215,"A",12,"Surfish Peruvian Bistro",4,2,"http://www.yelp.com/biz/surfish-peruvian-bistro-brooklyn","Latin American"
"11819",11821,53,3474219308,"SARA RESTAURANTE PERUANO",10302,"A",7,"Sara Peruvian Restaurant",5,2,"http://www.yelp.com/biz/sara-peruvian-restaurant-staten-island","Latin American"
"11820",11822,53,3477992043,"SABORES RESTAURANT & BAR",11385,NA,58,"Sabores Restaurant",5,NA,"http://www.yelp.com/biz/sabores-restaurant-new-york","Latin American"
"11821",11823,53,7183260103,"ANDREA'S PIO PIO",11378,"A",9,"Andrea's Pio Pio",5,NA,"http://www.yelp.com/biz/andreas-pio-pio-maspeth-2","Latin American"
"11822",11824,53,7189653376,"COCO ROCO RESTAURANT",11215,"B",19,"Coco Roco",3,2,"http://www.yelp.com/biz/coco-roco-brooklyn","Latin American"
"11823",11825,53,7184430787,"CHIMU",11237,"C",39,"Chimu Express",4,2,"http://www.yelp.com/biz/chimu-express-brooklyn","Latin American"
"11824",11826,53,2124592929,"PIO PIO",10036,"A",13,"Pio Pio Hell's Kitchen",4,NA,"http://www.yelp.com/biz/pio-pio-hells-kitchen-new-york","Latin American"
"11825",11827,53,2126653000,"PIO PIO",10025,"A",9,"Pio Pio Peruvian Restaurant",4,2,"http://www.yelp.com/biz/pio-pio-peruvian-restaurant-new-york","Latin American"
"11826",11828,53,7182710900,"COSTA VERDE",11373,"A",9,"Costa Verde",3.5,2,"http://www.yelp.com/biz/costa-verde-corona","Latin American"
"11827",11829,53,7183870563,"DESNUDA CEVICHERIA",11211,"A",12,"Desnuda",4.5,3,"http://www.yelp.com/biz/desnuda-brooklyn","Latin American"
"11828",11830,53,7182751112,"DON ALEX RESTAURANT",11374,"A",12,"Pollos a la Brasa Don Alex",3.5,2,"http://www.yelp.com/biz/pollos-a-la-brasa-don-alex-forest-hills","Latin American"
"11829",11831,53,7184416363,"TU CASA RESTAURANT",11415,"A",11,"Tu Casa Restaurant",4,2,"http://www.yelp.com/biz/tu-casa-restaurant-kew-gardens","Latin American"
"11830",11832,53,3477386316,"TAYTA RESTAURANT",11368,"A",12,"Tayta Restaurant",4.5,2,"http://www.yelp.com/biz/tayta-restaurant-corona","Latin American"
"11831",11833,53,7186722224,"URUBAMBA RESTAURANT",11372,"B",18,"Urubamba",4,2,"http://www.yelp.com/biz/urubamba-jackson-heights","Latin American"
"11832",11834,53,3478087460,"EL ANCLA DE ASTORIA RESTAURANT & BAR",11102,"B",27,"El Ancla",4,2,"http://www.yelp.com/biz/el-ancla-astoria","Latin American"
"11833",11835,53,3478087460,"EL ANCLA DE ASTORIA RESTAURANT & BAR",11102,"B",27,"El Ancla",4,2,"http://www.yelp.com/biz/el-ancla-astoria","Latin American"
"11834",11836,62,2122347878,"OLGA'S PIZZA",10031,"A",0,"Paul's Pizza",3.5,1,"http://www.yelp.com/biz/pauls-pizza-new-york","Pizza"
"11835",11837,62,7186575780,"MARGHERITA PIZZA",11432,"A",12,"Margherita Pizza",4.5,1,"http://www.yelp.com/biz/margherita-pizza-jamaica","Pizza"
"11836",11838,62,7187883330,"VILLA MIA PIZZA",11215,"A",10,"Villa Mia Pizza",3.5,1,"http://www.yelp.com/biz/villa-mia-pizza-brooklyn","Pizza"
"11837",11839,62,7183221627,"101 PIZZA",11416,"B",14,"101 Pizza",5,NA,"http://www.yelp.com/biz/101-pizza-jamaica-2","Pizza"
"11838",11840,62,7184550949,"ROSARIO PIZZA",11221,"A",6,"Rosario Pizza",4.5,1,"http://www.yelp.com/biz/rosario-pizza-brooklyn","Pizza"
"11839",11841,62,7188475001,"PIZZA CLASSICA",11385,NA,37,"Pizza Classica",4,2,"http://www.yelp.com/biz/pizza-classica-glendale","Pizza"
"11840",11842,62,2123273869,"PAPARRI PAN PIZZA/TCBY",10028,"A",9,"Paparri Pizza",4,NA,"http://www.yelp.com/biz/paparri-pizza-new-york","Pizza"
"11841",11843,62,7184090929,"THE ORIGINAL EMILIO'S PIZZA",10465,"A",7,"Emilio's Pizza",4.5,1,"http://www.yelp.com/biz/emilios-pizza-bronx-3","Pizza"
"11842",11844,62,7184363502,"620 ON CATON",11218,"A",9,"620 On Caton Pizzeria",3.5,2,"http://www.yelp.com/biz/620-on-caton-pizzeria-brooklyn","Pizza"
"11843",11845,62,7183210303,"PIZZA PASTA",11358,"A",2,"Cavaleri Pizza Market",4,2,"http://www.yelp.com/biz/cavaleri-pizza-market-flushing","Pizza"
"11844",11846,62,7187882936,"BENEVENTO PIZZA & GRILL",11232,"B",24,"Benevento Pizza & Grill",4,2,"http://www.yelp.com/biz/benevento-pizza-and-grill-brooklyn","Pizza"
"11845",11847,62,7182189200,"ROCCO PIZZA",11216,"A",10,"Rocco Pizza",3.5,1,"http://www.yelp.com/biz/rocco-pizza-brooklyn","Pizza"
"11846",11848,62,7183818800,"VERDE COAL OVEN",11237,"A",13,"Verde Coal Oven",3.5,2,"http://www.yelp.com/biz/verde-coal-oven-brooklyn-2","Pizza"
"11847",11849,62,7183210694,"FAT BOYS PIZZA",11365,"A",12,"Fat Boys Pizza",3,2,"http://www.yelp.com/biz/fat-boys-pizza-queens","Pizza"
"11848",11850,62,7187319364,"UNIVERSITY PIZZA",10453,"A",10,"University Pizza",4.5,2,"http://www.yelp.com/biz/university-pizza-bronx","Pizza"
"11849",11851,62,7189466677,"PIZZA ON THE RUN",11224,"A",13,"Pizza On the Run",4,1,"http://www.yelp.com/biz/pizza-on-the-run-brooklyn","Pizza"
"11850",11852,62,7187829659,"CARMINE'S PIZZA",11211,"B",25,"Carmine's Pizzeria",4,1,"http://www.yelp.com/biz/carmines-pizzeria-brooklyn","Pizza"
